#freq=17
0
37
38
37
36
30
34
34
32
30
29
27
25
19
20
18
16
13
10
8
5
1
0
-3
-6
-8
-12
-14
-17
-20
-18
-23
-26
-28
-30
-31
-33
-34
-35
-30
-37
-37
-38
-37
-38
-37
-37
-30
-35
-34
-33
-31
-30
-28
-26
-23
-18
-20
-17
-14
-12
-8
-7
-3
0
1
4
8
10
13
16
18
20
19
25
27
29
30
32
34
34
30
36
37
38
38
